Gene	Cluster_0	Cluster_1	Cluster_2	Cluster_3	Cluster_4	Cluster_5	Cluster_6	Cluster_7	Cluster_8	Cluster_9	Cluster_10	Cluster_11	Cluster_12	Cluster_13	Cluster_14	Cluster_15	Cluster_16	Cluster_17	Cluster_18	Cluster_19	Cluster_20	Cluster_21	Cluster_22	Cluster_23	Cluster_24	Cluster_25	Cluster_26	Cluster_27	Cluster_28	Cluster_29	Cluster_30	Cluster_31	Total_Up_Regulated
NINJ1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
SNAPC4	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
IDI2-AS1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	14
RSU1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	14
MMS19	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	14
NSMCE4A	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
ZNF195	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
SBF2	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
SLC36A4	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
RP11-22B23.1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
LETMD1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
TCHP	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	14
COMMD6	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	14
TC2N	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	14
FMN1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
CD276	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	14
CORO7	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
PPL	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
ABAT	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
YPEL3	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	14
EIF4A1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
PER1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	14
NLE1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
RAMP2	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	14
ABCA5	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
ATP13A1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
ZNF331	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	14
ACTR5	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
PI4KAP2	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
TUBGCP6	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1	14
MOSPD2	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	14
ZNF75D	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	14
ECE1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
CAPZA1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
EFNA1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
SUPT7L	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
VIT	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	13
HTRA2	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ZC3H6	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	13
KLHL23	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	13
TFPI	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ATG7	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
SNRK	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	13
TRA2B	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
RFC4	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
SEPSECS	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
NAP1L5	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	13
MYO10	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
ELL2	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
CTNNA1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ANXA6	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	13
ZKSCAN8	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	13
EHMT2	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
NELFE	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ASCC3	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	13
CPED1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	13
BNIP3L	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
PABPC1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
AC083843.4	0	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	13
NFIL3	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	13
FUBP3	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
RCN1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
RAD9A	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
MYO7A	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
STT3A	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
PFDN5	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	13
MARCH9	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	13
OSBPL8	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ATXN2	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	13
EDNRB	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
PRKCH	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
ELMSAN1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	13
RPS17	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
RP11-1212A22.1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	13
NSMCE1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	13
APRT	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
RPL26	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
GHDC	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
MBTD1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	13
ICAM2	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	13
GAA	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	13
TBCD	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
MYL12B	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
RPL17	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
LSM7	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
PROSER3	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	13
ZFP28	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	13
RRBP1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	13
TMEM184B	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	13
ST7L	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
MOGS	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
CISH	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	12
PLA1A	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	12
LINC02035	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	12
PIGZ	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	12
KLHL2	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	12
SPRY4	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	12
COL11A2	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	12
GLI4	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	12
CDC14B	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	12
ITIH5	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	12
ASRGL1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
CCND1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	12
KMT2A	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	12
DDIT3	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	12
DRAM1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	12
HELLPAR	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
TCF12	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	12
WASH3P	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	12
CDIPT	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	12
PRPSAP2	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	12
TGIF1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
DLGAP1-AS1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	12
GAMT	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	12
SUGP2	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	12
XRCC1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	12
FKBP1A	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	12
SCML1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	12
GNAI3	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	11
DGUOK	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	11
FN1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	11
EOGT	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	11
NAAA	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	11
CTC-338M12.1	0	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	11
MARCKS	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	11
C8orf44	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	11
TTC39B	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	11
PRUNE2	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	11
ZNF462	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	11
PPP2R2D	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	11
ZNF10	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	11
GANC	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	11
SEMA4B	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	11
TFAP4	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	11
RRAD	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	11
SPATA20	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	11
TNRC6C	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	11
CDC37	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	11
RPS11	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	11
IFNGR2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	11
SDF2L1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	11
RPS27	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	10
MLPH	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	10
FARP2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	10
FRYL	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	10
TRIM7	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	10
NUDT1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	10
HERPUD2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	10
ZNF618	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	10
GOLGA7B	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	10
PTPRE	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	10
TPP1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	10
RARRES3	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	10
PPHLN1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	10
N4BP2L2	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	10
NAXD	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	10
ZBTB25	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	10
PGF	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	10
WDR25	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	10
PDE4C	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	10
PRNP	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	10
CYYR1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	10
TTC3	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	10
RBFOX2	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	10
PPP2R3B	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	10
PER3	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	9
CASZ1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	9
ATPIF1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	9
ARHGAP29	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	9
SEC16B	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	9
ITPKB	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	9
ABI2	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	9
FGD5	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	9
RAB6B	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	9
HPS3	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	9
TNXB	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	9
TAP1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	9
RP11-134L10.1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	9
FAM92A	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	9
FBXW5	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	9
BCO2	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	9
OAS3	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	9
TRAPPC2L	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	9
MRC2	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	9
LGALS8	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	8
EPAS1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	8
RASGRF2	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	8
TICAM2	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	8
PRELID1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	8
AIG1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	8
MAGI2	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	8
